"Origin","Dest1","Dest2","Dest3","Dest4","Home","Cost(Euro)","Aircraft"
"VXC","VXC","MZB","POL","MNC","VNX","80","MD11"
"MPM","MPM","VPY","UEL","APL","MNC","88","A400M"
"MZB","MZB","POL","APL","TET","BZB","80","C212"
"MNC","MNC","POL","UEL","BCW","VNX","63","V22"
"APL","APL","UEL","VPY","TET","IBL","71","BB1"
"POL","POL","FXO","TET","BZB","VNX","72","BA10"
"UEL","VNX","VPY","HEH","BCW","UEL","cant complete trip","SIS99"
"TET","VPY","BZB","KET","IBL","TET","cant complete trip","SAH"
"VNX","BZB","BCW","KYP","FXO","VNX","cant complete trip","A319"
"VPY","VPY","IBL","BCW","HEH","LSH","245","A320"
"BZB","BZB","IBL","FXO","MDL","KET","242","A321"
"BCW","BCW","FXO","KYP","HEH","MGZ","234","A330"
"IBL","IBL","HEH","KET","MYT","LSH","236","737"
"FXO","FXO","KYP","KET","MOG","MDL","212","747"
"HEH","HEH","KYP","LSH","PBU","MGZ","1","757"
"KET","KET","LSH","MDL","AKY","MYT","0","767"
"KYP","KYP","MDL","MGZ","SNW","MOG","0","777"
"LSH","LSH","MYT","THL","MGZ","PBU","1","BAE146"
"MDL","MDL","MYT","MOG","RGN","AKY","0","DC8"
"MGZ","MGZ","MOG","PBU","NYU","SNW","0","F50"
"MYT","MYT","PBU","AKY","MWQ","THL","0","MD11"
"MOG","MOG","AKY","SNW","KHM","RGN","0","A400M"
"PBU","PBU","SNW","THL","BPE","NYU","0","C212"
"AKY","AKY","THL","RGN","BMO","MWQ","0","V22"
"SNW","SNW","RGN","NYU","TVY","KHM","1","BB1"
"THL","THL","NYU","MWQ","BPE","KAW","2","BA10"
"RGN","RGN","MWQ","KHM","LIW","BMO","0","SIS99"
"NYU","NYU","KHM","BPE","MNU","TVY","0","SAH"
"MWQ","MWQ","BPE","BMO","BSX","KAW","1","A319"
"KHM","KHM","BMO","PKK","TVY","LIW","0","A320"
"BPE","BPE","TVY","KAW","MNU","KMV","0","A321"
"BMO","BMO","LIW","ELA","BSX","KAW","1","A330"
"TVY","TVY","LIW","MNU","XYE","PKK","0","737"
"KAW","KAW","MNU","BSX","NYT","KMV","1","747"
"LIW","LIW","BSX","PKK","ELA","WDH","760","757"
"MNU","MNU","PKK","KMV","XYE","ERS","755","767"
"BSX","BSX","KMV","ELA","NYT","SWP","754","777"
"PKK","ELA","XYE","OMD","WDH","PKK","cant complete trip","BAE146"
"KMV","XYE","NYT","OND","ERS","KMV","cant complete trip","DC8"
"ELA","NYT","WDH","LUD","SWP","ELA","cant complete trip","F50"
"XYE","XYE","MPA","WDH","ERS","OMD","891","MD11"
"NYT","ERS","SWP","WVB","OND","NYT","cant complete trip","A400M"
"WDH","WDH","SWP","LUD","OMD","GFY","176","C212"
"ERS","ERS","OND","NDU","MPA","OMD","267","V22"
"SWP","OND","LUD","ULX","WVB","SWP","cant complete trip","BB1"
"OMD","OMD","LUD","OKF","GFY","MPA","cant complete trip","BA10"
"OND","OND","OKU","NDU","MPA","WVB","201","SIS99"
"LUD","WVB","GFY","TSB","ULX","LUD","cant complete trip","SAH"
"MPA","MPA","NDU","GFY","OKF","KMP","226","A319"
"WVB","WVB","TCY","OKU","NDU","ULX","321","A320"
"GFY","ULX","OKF","INU","TSB","GFY","cant complete trip","A321"
"NDU","NDU","OKU","OKF","KMP","BWA","880","A330"
"ULX","OKU","TSB","KTM","TCY","ULX","cant complete trip","737"
"OKF","OKF","TSB","KMP","PKR","INU","cant complete trip","747"
"OKU","OKU","TCY","KMP","BWA","SIF","890","757"
"TSB","TSB","TCY","KTM","BIR","INU","cant complete trip","767"
"KMP","KMP","BWA","PKR","LUA","INU","12045","777"
"TCY","BWA","KTM","BHP","SIF","TCY","cant complete trip","BAE146"
"INU","KTM","PKR","LDN","BIR","INU","cant complete trip","DC8"
"BWA","BWA","PKR","JMO","SIF","LUA","6","F50"
"KTM","KTM","SIF","NGX","BIR","BHP","5","MD11"
"PKR","PKR","LUA","PPL","LDN","BIR","5","A400M"
"SIF","SIF","LUA","BHP","TMK","JMO","6","C212"
"BIR","BIR","BHP","LDN","RUM","NGX","5","V22"
"LUA","LUA","LDN","PPL","JMO","DNP","8","BB1"
"BHP","BHP","TMK","JMO","NGX","RUK","8","BA10"
"LDN","LDN","PPL","RUM","NGX","JUM","7","SIS99"
"JMO","JMO","HRJ","DNP","PPL","TMK","8","SAH"
"NGX","NGX","TPJ","RUM","TMK","RUK","7","A319"
"PPL","PPL","RUM","TMI","DNP","JUM","9","A320"
"TMK","TMK","HRJ","DNP","RUK","SKH","9","A321"
"RUM","RUM","TPJ","RUK","JUM","IMK","8","A330"
"DNP","DNP","JUM","DOP","HRJ","TMI","9","737"
"RUK","RUK","SKH","BJH","HRJ","TPJ","6","747"
"JUM","JUM","IMK","DHI","TPJ","TMI","12","757"
"HRJ","HRJ","MWP","TMI","DOP","SKH","9","767"
"TPJ","TPJ","BHR","SKH","IMK","BJH","6","777"
"TMI","TMI","BDP","DOP","IMK","DHI","14","BAE146"
"SKH","SKH","DOP","BJH","MEY","MWP","9","DC8"
"IMK","IMK","BJH","DHI","KEP","BHR","7","F50"
"DOP","DOP","DHI","MWP","RHP","BDP","13","MD11"
"BJH","BJH","BHR","MWP","SYH","MEY","9","A400M"
"DHI","DHI","BJU","KEP","BHR","BDP","14","C212"
"MWP","BDP","MEY","AMS","RHP","MWP","cant complete trip","V22"
"BHR","MEY","KEP","MST","SYH","BHR","cant complete trip","BB1"
"BDP","KEP","RHP","EIN","BJU","BDP","cant complete trip","BA10"
"MEY","RHP","SYH","GRQ","AMS","MEY","cant complete trip","SIS99"
"KEP","SYH","BJU","DHR","MST","KEP","cant complete trip","SAH"
"RHP","BJU","AMS","LWR","EIN","RHP","cant complete trip","A319"
"SYH","SYH","GRQ","AMS","RTM","MST","7444","A320"
"BJU","BJU","MST","EIN","UTC","DHR","6879","A321"
"AMS","AMS","EIN","ENS","GRQ","LWR","514","A330"
"MST","MST","RTM","LID","DHR","GRQ","631","737"
"EIN","EIN","WOE","UTC","DHR","LWR","536","747"
"GRQ","GRQ","LWR","QYI","RTM","ENS","497","757"
"DHR","DHR","LEY","UTC","LID","RTM","301","767"
"LWR","LWR","ZYA","UTC","WOE","ENS","577","777"
"RTM","RTM","LID","QYI","ZYA","ENS","454","BAE146"
"UTC","UTC","LEY","LID","WOE","UDE","358","DC8"
"ENS","ENS","QYI","QRH","WOE","ZYA","525","F50"
"LID","LID","QYI","LEY","ZYA","BON","15716","MD11"
"WOE","LEY","ZYA","CUR","UDE","WOE","cant complete trip","A400M"
"LEY","ZYA","UDE","SXM","BON","LEY","cant complete trip","C212"
"ZYA","UDE","QRH","SAB","CUR","ZYA","cant complete trip","V22"
"ZYA","QRH","BON","KNQ","EUX","ZYA","cant complete trip","BB1"
"UDE","BON","CUR","KOC","SXM","UDE","cant complete trip","BA10"
"QRH","CUR","EUX","LIF","SAB","QRH","cant complete trip","SIS99"
"BON","EUX","SXM","GEA","KNQ","BON","cant complete trip","SAH"
"CUR","SXM","SAB","MEE","KOC","CUR","cant complete trip","A319"
"EUX","SAB","KNQ","TOU","LIF","EUX","cant complete trip","A320"
"SXM","KNQ","KOC","UVE","GEA","SXM","cant complete trip","A321"
"SAB","KOC","LIF","NOU","MEE","SAB","cant complete trip","A330"
"KNQ","KNQ","TOU","LIF","GEA","ILP","4","737"
"KOC","KOC","BMY","UVE","GEA","MEE","7","747"
"LIF","LIF","MEE","TGJ","NOU","TOU","3","757"
"GEA","GEA","ILP","UVE","TOU","AKL","1293","767"
"MEE","MEE","UVE","NOU","BMY","TUO","1469","777"
"TOU","TOU","NOU","ILP","TGJ","AMZ","1440","BAE146"
"UVE","UVE","ILP","BMY","AKL","CHC","2361","DC8"
"NOU","BMY","TGJ","CHT","TUO","NOU","cant complete trip","F50"
"ILP","ILP","TGJ","AKL","AMZ","DUD","2593","MD11"
"BMY","BMY","AKL","TUO","GIS","CHC","2716","A400M"
"TGJ","TUO","AMZ","MON","CHT","TGJ","cant complete trip","C212"
"AKL","AKL","AMZ","HKK","CHC","DUD","1589","V22"
"TUO","TUO","HLZ","GIS","CHC","CHT","1950","BB1"
"AMZ","AMZ","KKE","MON","DUD","CHT","2499","BA10"
"CHC","CHC","HKK","DUD","GIS","KAT","2136","SIS99"
"CHT","CHT","GIS","HLZ","MON","ALR","2146","SAH"
"DUD","DUD","MON","GTN","HKK","KKE","1724","A319"
"GIS","GIS","HLZ","KAT","HKK","TEU","2119","A320"
"MON","MON","ALR","MRO","HLZ","KKE","1763","A321"
"HKK","HKK","GTN","NPL","KKE","KAT","1475","A330"
"HLZ","HLZ","KAT","NSN","ALR","TEU","1949","737"
"KKE","KKE","MRO","GTN","ALR","IVC","1994","747"
"KAT","KAT","NPL","GTN","OAM","TEU","1926","757"
"ALR","ALR","TEU","NSN","MRO","PMR","1264","767"
"GTN","GTN","IVC","PPQ","MRO","NPL","1447","777"
"TEU","TEU","ZQN","OAM","NSN","NPL","1325","BAE146"
"MRO","MRO","PMR","NSN","ROT","IVC","1899","DC8"
"NPL","NPL","PPQ","TRG","OAM","IVC","1908","F50"
"NSN","NSN","PMR","TIU","OAM","ZQN","1123","MD11"
"IVC","IVC","BHE","PPQ","PMR","ROT","1595","A400M"
"OAM","OAM","WKA","ZQN","PPQ","TRG","1516","C212"
"PMR","PMR","ROT","WHK","TIU","ZQN","1496","V22"
"PPQ","PPQ","WLG","BHE","ROT","TRG","687","BB1"
"ZQN","ZQN","WKA","TIU","TRG","WRE","1718","BA10"
"ROT","ROT","WHK","BHE","WSZ","TIU","1271","SIS99"
"TRG","TRG","WAG","WLG","BHE","WKA","1395","SAH"
"TIU","TIU","WKA","WHK","GBZ","WRE","1728","A319"
"BHE","BHE","WLG","WSZ","MFN","WHK","1628","A320"
"WKA","WKA","WLG","WAG","NPE","WRE","1717","A321"
"WHK","WHK","GBZ","WRE","WSZ","KBZ","1258","A330"
"WLG","WLG","PCN","WAG","WSZ","MFN","1195","737"
"WRE","WRE","GBZ","NPE","WAG","SZS","2059","747"
"WSZ","WSZ","KBZ","MFN","WTZ","GBZ","1808","757"
"WAG","WAG","NPE","PCN","KTF","MFN","1372","767"
"GBZ","GBZ","NPE","KBZ","FGL","SZS","2016","777"
"MFN","MFN","KBZ","PCN","MZP","WTZ","1643","BAE146"
"NPE","PCN","SZS","BEF","KTF","NPE","cant complete trip","DC8"
"KBZ","SZS","WTZ","MGA","FGL","KBZ","cant complete trip","F50"
"PCN","PCN","MZP","KTF","WTZ","PUZ","9192","MD11"
"SZS","KTF","FGL","RNI","BEF","SZS","cant complete trip","A400M"
"WTZ","FGL","MZP","BZA","MGA","WTZ","cant complete trip","C212"
"KTF","MZP","BEF","RFS","PUZ","KTF","cant complete trip","V22"
"FGL","BEF","MGA","SIU","RNI","FGL","cant complete trip","BB1"
"MZP","MGA","PUZ","WSP","BZA","MZP","cant complete trip","BA10"
"BEF","PUZ","RNI","MFQ","RFS","BEF","cant complete trip","SIS99"
"MGA","RNI","BZA","NIM","SIU","MGA","cant complete trip","SAH"
"PUZ","BZA","RFS","THZ","WSP","PUZ","cant complete trip","A319"
"RNI","RNI","RFS","SIU","AJY","MFQ","379","A320"
"BZA","BZA","SIU","WSP","NIM","ZND","355","A321"
"RFS","RFS","WSP","THZ","MFQ","ABV","394","A330"
"SIU","MFQ","NIM","AKR","AJY","SIU","cant complete trip","737"
"WSP","WSP","NIM","THZ","ZND","BNI","380","747"
"MFQ","MFQ","THZ","AJY","ABV","CBQ","7","757"
"NIM","NIM","AJY","ZND","ENU","AKR","6","767"
"THZ","THZ","ZND","ABV","QUS","BNI","8","777"
"AJY","AJY","ABV","AKR","IBA","CBQ","10","BAE146"
"ZND","ZND","AKR","BNI","ILR","ENU","6","DC8"
"ABV","ABV","JOS","QUS","BNI","CBQ","7","F50"
"AKR","AKR","IBA","ENU","CBQ","KAD","6","MD11"
"BNI","BNI","ENU","ILR","QUS","KAN","7","A400M"
"CBQ","CBQ","IBA","QUS","JOS","MIU","11","C212"
"ENU","ENU","MDI","KAD","ILR","IBA","3","V22"
"QUS","QUS","KAN","JOS","ILR","LOS","7","BB1"
"IBA","IBA","MXJ","KAD","JOS","MIU","8","BA10"
"ILR","ILR","KAD","KAN","MDI","PHC","6","SIS99"
"JOS","JOS","KAN","SKO","LOS","MIU","12","SAH"
"KAD","KAD","MXJ","MDI","YOL","MIU","7","A319"
"KAN","KAN","ZAR","MDI","PHC","LOS","7","A320"
"MIU","MIU","MXJ","SKO","LOS","QOW","13","A321"
"MDI","MDI","MXJ","PHC","QRW","YOL","9","A330"
"LOS","PHC","SKO","IUE","ZAR","LOS","cant complete trip","737"
"MXJ","SKO","YOL","NLK","QOW","MXJ","cant complete trip","747"
"PHC","PHC","QRW","ZAR","YOL","HAE","cant complete trip","757"
"SKO","ZAR","QOW","DSO","IUE","SKO","cant complete trip","767"
"YOL","YOL","QOW","QRW","YJS","NLK","cant complete trip","777"
"ZAR","QRW","IUE","RGO","HAE","ZAR","cant complete trip","BAE146"
"QOW","IUE","NLK","ROP","DSO","QOW","cant complete trip","DC8"
"QRW","NLK","HAE","SPN","YJS","QRW","cant complete trip","F50"
"IUE","IUE","TIQ","HAE","DSO","RGO","7426","MD11"
"NLK","DSO","YJS","AES","ROP","NLK","cant complete trip","A400M"
"HAE","YJS","RGO","ANX","SPN","HAE","cant complete trip","C212"
"DSO","RGO","ROP","ALF","TIQ","DSO","cant complete trip","V22"
"YJS","ROP","SPN","BNN","AES","YJS","cant complete trip","BB1"
"RGO","SPN","TIQ","BOO","ANX","RGO","cant complete trip","BA10"
"ROP","TIQ","AES","BGO","ALF","ROP","cant complete trip","SIS99"
"SPN","AES","ANX","BJF","BNN","SPN","cant complete trip","SAH"
"TIQ","ANX","ALF","KRS","BOO","TIQ","cant complete trip","A319"
"AES","AES","BGO","BNN","BDU","ALF","314","A320"
"ANX","ANX","EVE","BOO","BNN","BJF","221","A321"
"ALF","ALF","BOO","VDB","BGO","KRS","370","A330"
"BNN","BNN","BDU","BJF","FRO","BGO","371","737"
"BOO","BOO","EVE","BJF","OSL","KRS","401","747"
"BGO","BGO","HAU","KRS","VDB","BDU","319","757"
"BJF","BJF","HAA","BDU","EVE","FRO","345","767"
"KRS","KRS","OSL","VDB","KSU","EVE","298","777"
"BDU","BDU","KKN","VDB","FRO","HAU","405","BAE146"
"EVE","EVE","HAA","FRO","OSL","FAN","404","DC8"
"VDB","VDB","OSL","HAU","MOL","KSU","132","F50"
"FRO","FRO","HAU","MJF","HAA","KKN","397","MD11"
"OSL","OSL","FAN","KSU","HAA","LKL","380","A400M"
"HAU","HAU","NTB","MOL","KSU","KKN","401","C212"
"HAA","HAA","KKN","MJF","OLA","FAN","416","V22"
"KSU","KSU","MOL","RRS","FAN","LKL","400","BB1"
"KKN","KKN","MJF","MOL","NTB","RYG","cant complete trip","BA10"
"FAN","FAN","OLA","MJF","LKL","LYR","cant complete trip","SIS99"
"MOL","LKL","NTB","SKE","RRS","MOL","cant complete trip","SAH"
"MJF","MJF","OLA","NTB","RYG","SRP","220","A319"
"LKL","LKL","SSJ","OLA","RRS","LYR","438","A320"
"NTB","NTB","SKE","RYG","RRS","TOS","293","A321"
"OLA","OLA","RYG","TRF","SRP","LYR","519","A330"
"RRS","RRS","TRD","SSJ","SKE","LYR","579","737"
"RYG","RYG","SKE","SVG","SRP","TOS","330","747"
"LYR","LYR","SSJ","GEN","TRF","SRP","518","757"
"SKE","SKE","TRD","SSJ","SKN","TOS","290","767"
"SRP","SRP","SVG","TRF","TOS","HFT","376","777"
"SSJ","SSJ","TRD","GEN","TRF","HVG","349","BAE146"
"TOS","TOS","SKN","MEH","TRD","SVG","436","DC8"
"TRF","TRF","GEN","SVG","HFT","VDS","433","F50"
"TRD","TRD","HOV","GEN","SKN","HVG","358","MD11"
"SVG","SVG","SKN","NVK","HFT","MEH","398","A400M"
"GEN","GEN","HFT","HVG","BVG","VDS","341","C212"
"SKN","SKN","HVG","MEH","HOV","FBU","375","V22"
"HFT","HFT","MEH","VDS","NVK","FDE","353","BB1"
"HVG","HVG","BVG","VDS","VRY","HOV","336","BA10"
"MEH","MEH","VAW","NVK","HOV","FBU","cant complete trip","SIS99"
"VDS","VDS","BVG","SOJ","NVK","FDE","cant complete trip","SAH"
"HOV","HOV","FBU","VRY","SVJ","BVG","384","A319"
"NVK","NVK","VAW","SOG","FDE","FBU","397","A320"
"BVG","BVG","SOJ","VRY","SDN","FDE","342","A321"
"FBU","FBU","RET","VRY","SVJ","VAW","363","A330"
"FDE","FDE","SOG","RVK","SOJ","VAW","357","737"
"VRY","VRY","SVJ","MQN","SOJ","SDN","300","747"
"VAW","VAW","SVJ","RET","OSY","SOG","351","757"
"SOJ","SOJ","LKN","RVK","SDN","SOG","273","767"
"SVJ","SVJ","RET","MQN","SDN","ZXB","353","777"
"SOG","SOG","HMR","OSY","RVK","RET","196","BAE146"
"SDN","SDN","RVK","MQN","LKN","KHS","14115","DC8"
"RET","MQN","OSY","MSH","ZXB","RET","cant complete trip","F50"
"RVK","RVK","OSY","HMR","LKN","MCT","14887","MD11"
"MQN","LKN","ZXB","SLL","KHS","MQN","cant complete trip","A400M"
"OSY","ZXB","HMR","TTH","MSH","OSY","cant complete trip","C212"
"LKN","HMR","KHS","OMM","MCT","LKN","cant complete trip","V22"
"ZXB","KHS","MSH","LYP","SLL","ZXB","cant complete trip","BB1"
"HMR","MSH","MCT","GWD","TTH","HMR","cant complete trip","BA10"
"KHS","MCT","SLL","GIL","OMM","KHS","cant complete trip","SIS99"
"MSH","SLL","TTH","KHI","LYP","MSH","cant complete trip","SAH"
"MCT","MCT","GWD","OMM","TTH","LHE","7830","A319"
"SLL","SLL","OMM","LYP","MFG","GIL","6179","A320"
"TTH","TTH","GWD","KHI","MJD","LYP","3008","A321"
"OMM","OMM","GWD","MUX","LHE","GIL","2699","A330"
"LYP","LYP","MFG","GIL","WNS","KHI","24","737"
"GWD","GWD","PJG","KHI","MJD","LHE","26","747"
"GIL","GIL","MFG","LHE","MUX","PSI","30","757"
"KHI","KHI","WNS","MJD","PEW","MFG","21","767"
"LHE","LHE","MUX","MJD","UET","PJG","24","777"
"MFG","MFG","MUX","RYK","WNS","PSI","25","BAE146"
"MJD","MJD","WNS","PJG","PEW","ISB","22","DC8"
"MUX","MUX","RAZ","UET","PJG","PSI","25","F50"
"WNS","WNS","SKZ","RYK","PEW","PSI","22","MD11"
"PJG","PJG","UET","PEW","SDT","ISB","21","A400M"
"PSI","PSI","UET","SUL","RYK","RAZ","28","C212"
"PEW","PEW","ISB","RYK","SKZ","BDN","20","V22"
"UET","UET","PZH","ISB","RAZ","SDT","12","BB1"
"RYK","RYK","SKZ","SUL","RAZ","TUK","27","BA10"
"ISB","ISB","SDT","SKZ","SYW","BDN","21","SIS99"
"RAZ","RAZ","SDT","KDU","PZH","SUL","17","SAH"
"SKZ","SKZ","SUL","BDN","TUK","PAJ","25","A319"
"SDT","SDT","PZH","SYW","BDN","ORW","27","A320"
"SUL","SUL","PZH","KDD","TUK","KDU","31","A321"
"BDN","BDN","HDD","SYW","TUK","PAJ","24","A330"
"PZH","PZH","SYW","ORW","JIW","KDU","32","737"
"TUK","TUK","KDD","DSK","PAJ","KDU","28","747"
"SYW","SYW","HDD","ORW","DEA","PAJ","23","757"
"KDU","KDU","KDD","DBA","ORW","JIW","34","767"
"PAJ","PAJ","CJL","DSK","KDD","HDD","23","777"
"ORW","ORW","JIW","HDD","BHV","DEA","21","BAE146"
"KDD","KDD","DBA","JIW","DSK","BNP","23","DC8"
"HDD","HDD","DEA","DSK","SKT","CJL","25","F50"
"JIW","JIW","DBA","DEA","BHV","ROR","7595","MD11"
"DSK","DBA","CJL","C23","BNP","DSK","cant complete trip","A400M"
"DEA","CJL","BHV","GZA","SKT","DEA","cant complete trip","C212"
"DBA","BHV","BNP","BOC","ROR","DBA","cant complete trip","V22"
"CJL","BNP","SKT","CHX","C23","CJL","cant complete trip","BB1"
"BHV","SKT","ROR","DAV","GZA","BHV","cant complete trip","BA10"
"BNP","ROR","C23","HOW","BOC","BNP","cant complete trip","SIS99"
"SKT","C23","GZA","PAC","CHX","SKT","cant complete trip","SAH"
"ROR","GZA","BOC","PTY","DAV","ROR","cant complete trip","A319"
"C23","BOC","CHX","SAX","HOW","C23","cant complete trip","A320"
"GZA","GZA","OTD","PAC","DAV","CHX","14537","A321"
"BOC","BOC","DAV","HOW","PTY","ELE","1121","A330"
"CHX","CHX","HOW","PAC","SAX","BFQ","1025","737"
"DAV","DAV","PAC","PTY","OTD","PLP","929","747"
"HOW","HOW","PTY","SAX","JQE","ELE","539","757"
"PAC","PAC","ONX","OTD","SAX","BFQ","522","767"
"PTY","PTY","OTD","PLP","ELE","CTD","648","777"
"SAX","SAX","BFQ","JQE","ELE","RSI","665","BAE146"
"OTD","OTD","PLP","BFQ","PYC","ONX","648","DC8"
"ELE","ELE","PLP","UTU","JQE","CTD","829","F50"
"BFQ","BFQ","JQE","MPU","ONX","RSI","709","MD11"
"PLP","PLP","PYC","PVE","ONX","CTD","666","A400M"
"JQE","JQE","PUE","UTU","RSI","CTD","795","C212"
"ONX","ONX","RSI","PYC","ACU","MPU","509","V22"
"CTD","CTD","TUW","PVE","PYC","UTU","625","BB1"
"RSI","RSI","GHE","PUE","UTU","MPU","650","BA10"
"PYC","PYC","MPU","ACU","MPP","PVE","287","SIS99"
"UTU","PVE","PUE","GKA","TUW","UTU","cant complete trip","SAH"
"MPU","PUE","ACU","MAG","GHE","MPU","cant complete trip","A319"
"PVE","ACU","TUW","HGU","MPP","PVE","cant complete trip","A320"
"PUE","TUW","GHE","LAE","GKA","PUE","cant complete trip","A321"
"ACU","GHE","MPP","POM","MAG","ACU","cant complete trip","A330"
"TUW","MPP","GKA","WWK","HGU","TUW","cant complete trip","737"
"GHE","GHE","LAE","GKA","MAG","WPM","20242","747"
"MPP","MAG","HGU","VMU","POM","MPP","cant complete trip","757"
"GKA","GKA","HGU","WWK","UKU","LAE","454","767"
"MAG","MAG","LAE","POM","TFI","WPM","719","777"
"HGU","HGU","VMU","POM","SKC","WWK","718","BAE146"
"LAE","LAE","OPU","WPM","UKU","WWK","626","DC8"
"POM","POM","TFI","VMU","WPM","OBX","703","F50"
"WWK","WWK","UKU","SKC","VMU","LSA","974","MD11"
"WPM","WPM","OPU","UKU","TFI","LNV","1304","A400M"
"VMU","VMU","SKC","OBX","LMY","TFI","695","C212"
"UKU","UKU","KUY","OPU","SKC","LSA","1010","V22"
"TFI","TFI","KKD","OPU","OBX","LNV","1104","BB1"
"SKC","SKC","OBX","LMY","KDR","LSA","868","BA10"
"OPU","OPU","KUY","LSA","JAQ","LNV","1027","SIS99"
"OBX","OBX","LMY","KKD","LNV","IIS","cant complete trip","SAH"
"LSA","LSA","KDR","IHU","KUY","LMY","848","A319"
"LNV","LNV","JAQ","GMI","KKD","KUY","939","A320"
"LMY","LMY","ATP","KDR","KKD","IIS","1451","A321"
"KUY","KUY","WBM","IHU","KDR","JAQ","800","A330"
"KKD","KKD","GMI","JAQ","IIS","VAI","1218","737"
"KDR","KDR","RAB","IIS","IHU","ATP","1138","747"
"JAQ","JAQ","GMI","IHU","WBM","TBG","901","757"
"IIS","IIS","GMI","TIZ","ATP","VAI","1166","767"
"IHU","IHU","WBM","ATP","RAB","MIS","1215","777"
"GMI","GMI","WBM","MXH","TBG","VAI","894","BAE146"
"ATP","ATP","VAI","TIZ","MAS","RAB","1064","DC8"
"WBM","WBM","MDU","TBG","RAB","MIS","1258","F50"
"VAI","VAI","TBG","TIZ","MXH","KVG","934","MD11"
"RAB","RAB","MAS","TIZ","KMA","MIS","1169","A400M"
"TBG","TBG","MXH","MDU","KRI","MIS","1059","C212"
"TIZ","TIZ","MXH","UNG","MAS","KVG","889","V22"
"MIS","MIS","HKN","MAS","MDU","KMA","1063","BB1"
"MXH","MXH","MDU","KRI","PNP","KVG","866","BA10"
"MAS","MAS","KVG","KMA","UNG","GUR","1396","SIS99"
"MDU","MDU","KRI","KMA","DAU","HKN","837","SAH"
"KVG","KVG","PNP","KRI","CMU","UNG","1073","A319"
"KMA","KMA","UNG","HKN","BUA","GUR","1212","A320"
"KRI","KRI","DAU","FNE","PNP","HKN","709","A321"
"UNG","UNG","CMU","PNP","ITK","GUR","840","A330"
"HKN","HKN","BUA","GUR","ONB","DAU","1071","737"
"PNP","PNP","FNE","TPI","CMU","DAU","534","747"
"GUR","GUR","AGL","ITK","CMU","BUA","943","757"
"DAU","DAU","FNE","ONB","WTP","BUA","978","767"
"CMU","CMU","AWB","TPI","FNE","ITK","540","777"
"BUA","BUA","AGL","ITK","ONB","TFM","1155","BAE146"
"FNE","FNE","ONB","WTP","TPI","BOT","509","DC8"
"ITK","ITK","AGL","TPI","AIE","AWB","618","F50"
"ONB","ONB","WTP","AGL","SIM","TFM","758","MD11"
"TPI","TPI","WTP","AWB","BOT","AUJ","657","A400M"
"AGL","AGL","EIA","AIE","AWB","TFM","827","C212"
"WTP","TFM","BOT","ASU","SIM","WTP","cant complete trip","V22"
"AWB","BOT","AIE","AGT","AUJ","AWB","cant complete trip","BB1"
"TFM","AIE","SIM","PJC","EIA","TFM","cant complete trip","BA10"
"BOT","SIM","AUJ","PCL","ASU","BOT","cant complete trip","SIS99"
"AIE","AUJ","EIA","CHM","AGT","AIE","cant complete trip","SAH"
"SIM","EIA","ASU","CIX","PJC","SIM","cant complete trip","A319"
"AUJ","ASU","AGT","AYP","PCL","AUJ","cant complete trip","A320"
"EIA","AGT","PJC","ANS","CHM","EIA","cant complete trip","A321"
"ASU","ASU","PJC","PCL","ATA","CIX","1199","A330"
"AGT","AGT","PCL","CHM","LIM","AYP","1112","737"
"PJC","PJC","CHM","JJI","CIX","ANS","1176","747"
"PCL","PCL","ATA","CIX","AYP","JUL","959","757"
"CHM","CHM","LIM","AYP","ANS","TBP","877","767"
"CIX","CIX","JJI","YMS","ATA","ANS","817","777"
"AYP","AYP","LIM","ATA","CHH","JUL","877","BAE146"
"ANS","ANS","LIM","JJI","IQT","TBP","1142","DC8"
"ATA","ATA","JJI","YMS","JUL","AQP","888","F50"
"LIM","LIM","TRU","CHH","TBP","JUL","1156","MD11"
"JJI","JJI","YMS","IQT","TBP","PIO","1021","A400M"
"JUL","JUL","AQP","TPP","YMS","CHH","928","C212"
"TBP","TBP","CHH","TRU","IQT","TCQ","1562","V22"
"YMS","YMS","IQT","PEM","AQP","PIO","1057","BB1"
"CHH","AQP","TRU","PIU","TPP","CHH","cant complete trip","BA10"
"IQT","IQT","TRU","TYL","PIO","TCQ","cant complete trip","SIS99"
"AQP","AQP","CUZ","PEM","PIO","TPP","1057","SAH"
"TRU","TRU","TPP","PIU","NZA","TCQ","1290","A319"
"PIO","PIO","PEM","TCQ","CJA","TYL","1387","A320"
"TPP","TPP","HUU","CUZ","PEM","PIU","1021","A321"
"TCQ","TCQ","NZA","PIU","TYL","LHC","1465","A330"
"PEM","PEM","CUZ","MFT","CJA","TYL","1035","737"
"PIU","CUZ","NZA","MNL","HUU","PIU","cant complete trip","747"
"TYL","NZA","CJA","CBO","LHC","TYL","cant complete trip","757"
"CUZ","CJA","HUU","CGY","MFT","CUZ","cant complete trip","767"
"NZA","HUU","LHC","PAG","MNL","NZA","cant complete trip","777"
"CJA","LHC","MFT","ZAM","CBO","CJA","cant complete trip","BAE146"
"HUU","MFT","MNL","BAG","CGY","HUU","cant complete trip","DC8"
"LHC","MNL","CBO","TAC","PAG","LHC","cant complete trip","F50"
"MFT","MFT","CBO","CGY","BCD","ZAM","6029","MD11"
"MNL","MNL","BAG","DGT","CGY","PAG","43","A400M"
