"Origin","Dest1","Dest2","Dest3","Dest4","Home","Cost(Euro)","Aircraft"
"ULD","ULD","AAM","PRY","VRU","UTT","165","DC8"
"UTN","UTN","VRU","WEL","VIR","MQP","194","F50"
"UTT","UTT","VIR","QRA","PRY","MBD","139","MD11"
"VRU","VRU","WEL","PRY","NLP","AAM","121","A400M"
"VIR","VIR","WEL","MBD","MQP","GSS","142","C212"
"PRY","PRY","QRA","MBD","AAM","LDZ","97","V22"
"WEL","WEL","NLP","MQP","AAM","INY","89","BB1"
"MBD","MBD","QRA","ELL","MQP","GSS","120","BA10"
"AAM","AAM","LDZ","NLP","QRA","ADY","86","SIS99"
"MQP","NLP","GSS","KWJ","INY","MQP","cant complete trip","SAH"
"QRA","GSS","LDZ","RSU","ELL","QRA","cant complete trip","A319"
"NLP","LDZ","INY","SHO","ADY","NLP","cant complete trip","A320"
"GSS","INY","ELL","KAG","KWJ","GSS","cant complete trip","A321"
"LDZ","LDZ","ADY","ELL","CJU","RSU","981","A330"
"INY","ADY","KWJ","PUS","SHO","INY","cant complete trip","737"
"ELL","ELL","KWJ","RSU","USN","KAG","947","747"
"ADY","RSU","SHO","SSN","CJU","ADY","cant complete trip","757"
"KWJ","KWJ","SHO","KAG","OSN","PUS","0","767"
"RSU","RSU","KAG","CJU","GMP","USN","0","777"
"SHO","SHO","CJU","PUS","KPO","SSN","0","BAE146"
"KAG","KAG","PUS","USN","TAE","OSN","0","DC8"
"CJU","CJU","USN","SSN","YEC","GMP","0","F50"
"PUS","PUS","SSN","OSN","ICN","KPO","0","MD11"
"USN","USN","OSN","GMP","MWX","TAE","0","A400M"
"SSN","SSN","GMP","KPO","CJJ","YEC","0","C212"
"OSN","OSN","KPO","TAE","HIN","ICN","0","V22"
"GMP","GMP","TAE","YEC","WJU","MWX","0","BB1"
"KPO","KPO","YEC","ICN","MPK","CJJ","0","BA10"
"TAE","TAE","ICN","MWX","KUV","HIN","0","SIS99"
"YEC","YEC","MWX","CJJ","YNY","WJU","0","SAH"
"ICN","ICN","CJJ","HIN","SEL","MPK","0","A319"
"CJJ","CJJ","WJU","MPK","YNY","FUE","11729","A321"
"HIN","HIN","MPK","KUV","SEL","VDE","12169","A330"
"MPK","MPK","YNY","SEL","LPA","FUE","12008","747"
"SEL","SEL","FUE","LPA","TFN","VDE","12314","777"
"FUE","FUE","LPA","TFS","SPC","ALC","3972","DC8"
"VDE","VDE","TFN","LPA","ACE","LEI","3618","F50"
"SPC","SPC","TFS","ACE","MLN","OVD","4582","MD11"
"LPA","LPA","TFN","TFS","ODB","ALC","3876","A400M"
"ACE","ACE","TFN","MLN","LEI","BIO","cant complete trip","C212"
"TFS","TFS","MLN","ALC","BCN","OVD","4992","V22"
"TFN","TFN","BJZ","ODB","LEI","ALC","cant complete trip","BB1"
"MLN","MLN","LEI","BIO","OVD","LCG","2350","BA10"
"ALC","ALC","ODB","OVD","BCN","GRO","2310","SIS99"
"LEI","LEI","GRX","ODB","BJZ","BIO","1764","SAH"
"OVD","OVD","LCG","BIO","BCN","IBZ","2184","A319"
"ODB","ODB","XRY","BJZ","BCN","GRO","2088","A320"
"BIO","BIO","LCG","BJZ","GRX","MJV","2183","A321"
"BCN","BCN","GRO","IBZ","MAD","LCG","2294","A330"
"BJZ","BJZ","XRY","AGP","GRX","GRO","2114","737"
"LCG","LCG","GRX","MJV","IBZ","MAH","2659","747"
"GRO","GRO","IBZ","MAD","OZP","XRY","2236","757"
"GRX","GRX","AGP","XRY","MJV","PNA","1907","767"
"IBZ","IBZ","MJV","MAD","REU","MAH","1576","777"
"XRY","XRY","OZP","AGP","MAD","SLM","1247","BAE146"
"MJV","MJV","AGP","PNA","EAS","MAH","2259","DC8"
"MAD","MAD","REU","MAH","OZP","SCQ","2765","F50"
"AGP","AGP","OZP","SLM","PNA","LEU","1971","MD11"
"MAH","MAH","REU","PNA","EAS","TOJ","1654","A400M"
"OZP","OZP","SLM","SCQ","VLC","REU","2469","C212"
"PNA","PNA","EAS","LEU","VLL","SLM","1347","V22"
"REU","REU","EAS","VIT","TOJ","SCQ","2013","BB1"
"SLM","SLM","VGO","SCQ","VLC","LEU","2082","BA10"
"EAS","EAS","SDR","VLL","TOJ","LEU","1288","SIS99"
"SCQ","SCQ","VIT","ZAZ","TOJ","VLC","1934","SAH"
"LEU","LEU","VLC","VLL","VGO","SVQ","2525","A319"
"TOJ","TOJ","VLL","SDR","VIT","QSA","1398","A320"
"VLC","VLC","ZAZ","VIT","VGO","PMI","2200","A321"
"VLL","VLL","SDR","RJL","VGO","SVQ","1958","A330"
"VIT","VIT","SDR","ZAZ","QSA","JCU","2371","737"
"VGO","VGO","SVQ","ZAZ","PMI","GMZ","5602","747"
"SDR","SDR","RJL","QSA","RRA","SVQ","2151","757"
"ZAZ","ZAZ","RGS","QSA","PMI","JCU","2485","767"
"SVQ","SVQ","LEN","RJL","PMI","GMZ","5100","777"
"QSA","QSA","ILD","RJL","RRA","JCU","2050","BAE146"
"PMI","PMI","HSK","RGS","JCU","GMZ","5043","DC8"
"RJL","RJL","LEN","CQM","RRA","GMZ","cant complete trip","F50"
"JCU","JCU","RRA","RGS","ILD","CMB","9741","MD11"
"GMZ","RGS","LEN","RML","HSK","GMZ","cant complete trip","A400M"
"RRA","LEN","ILD","GOY","CQM","RRA","cant complete trip","C212"
"RGS","ILD","HSK","JAF","CMB","RGS","cant complete trip","V22"
"LEN","HSK","CQM","TRR","RML","LEN","cant complete trip","BB1"
"ILD","CQM","CMB","KCT","GOY","ILD","cant complete trip","BA10"
"HSK","CMB","RML","WRZ","JAF","HSK","cant complete trip","SIS99"
"CQM","RML","GOY","BJT","TRR","CQM","cant complete trip","SAH"
"CMB","CMB","GOY","DIW","KCT","JAF","7","A319"
"RML","RML","TRR","JAF","HRI","WRZ","5","A320"
"GOY","GOY","TRR","KEZ","KCT","BJT","3","A321"
"JAF","JAF","KDZ","WRZ","KCT","DIW","5","A330"
"TRR","TRR","GIU","WRZ","HRI","BJT","2","737"
"KCT","KCT","BJT","DIW","KEZ","DOG","932","747"
"WRZ","WRZ","DIW","HRI","KDZ","ELF","1027","757"
"BJT","BJT","HRI","KEZ","GIU","KSL","811","767"
"DIW","DIW","KEZ","KDZ","EBD","DOG","1044","777"
"HRI","KDZ","GIU","MAK","ELF","HRI","cant complete trip","BAE146"
"KEZ","KEZ","GIU","KSL","KRT","DOG","1049","DC8"
"KDZ","DOG","ELF","PZU","EBD","KDZ","cant complete trip","F50"
"GIU","GIU","KSL","MAK","UYL","ELF","1282","MD11"
"DOG","DOG","ATB","KRT","EBD","KSL","398","A400M"
"ELF","ELF","EGN","EBD","MAK","PZU","677","C212"
"KSL","KSL","KRT","MAK","RBX","UYL","559","V22"
"EBD","EBD","KRT","ATB","PZU","WHF","421","BB1"
"MAK","PZU","UYL","WUU","EGN","MAK","cant complete trip","BA10"
"KRT","UYL","ATB","PBM","RBX","KRT","cant complete trip","SIS99"
"PZU","ATB","EGN","ORG","WHF","PZU","cant complete trip","SAH"
"UYL","EGN","RBX","ABN","WUU","UYL","cant complete trip","A319"
"ATB","ATB","WHF","RBX","PBM","BTO","4755","A320"
"EGN","EGN","WUU","WHF","ORG","DOE","4477","A321"
"RBX","RBX","WUU","ABN","PBM","DRJ","4290","A330"
"WHF","PBM","ORG","ICK","BTO","WHF","cant complete trip","737"
"WUU","WUU","ABN","ORG","OEM","DOE","4243","747"
"PBM","PBM","ABN","SMZ","DRJ","BTO","151","757"
"ORG","ORG","TOT","ICK","BTO","DOE","201","767"
"ABN","ABN","OEM","AGI","DOE","DRJ","227","777"
"BTO","BTO","AAJ","DRJ","SMZ","ICK","227","BAE146"
"DOE","DOE","LDO","OEM","TOT","ICK","197","DC8"
"DRJ","OEM","SMZ","MTS","AGI","DRJ","cant complete trip","F50"
"ICK","ICK","TOT","AAJ","SMZ","RNB","3494","MD11"
"OEM","TOT","AGI","GOT","LDO","OEM","cant complete trip","A400M"
"SMZ","AGI","AAJ","JKG","MTS","SMZ","cant complete trip","C212"
"TOT","AAJ","LDO","LDK","RNB","TOT","cant complete trip","V22"
"AGI","LDO","MTS","GSE","GOT","AGI","cant complete trip","BB1"
"AAJ","MTS","RNB","KVB","JKG","AAJ","cant complete trip","BA10"
"LDO","RNB","GOT","THN","LDK","LDO","cant complete trip","SIS99"
"MTS","GOT","JKG","KSK","GSE","MTS","cant complete trip","SAH"
"RNB","RNB","JKG","KVB","LDK","MXX","120","A319"
"GOT","GOT","GSE","THN","LDK","NYO","69","A320"
"JKG","JKG","KVB","KSK","GSE","KID","92","A321"
"LDK","LDK","KVB","THN","JLD","MXX","136","A330"
"GSE","GSE","THN","KSK","NYO","OSK","88","737"
"KVB","KVB","KSK","MXX","KLR","KID","130","747"
"THN","THN","NYO","MXX","JLD","MMX","160","757"
"KSK","KSK","NYO","OSK","KID","HAD","102","767"
"MXX","MXX","VXO","KLR","KID","JLD","144","777"
"NYO","NYO","OSK","JLD","MMX","EVG","173","BAE146"
"KID","KID","HAD","KLR","OSK","GEV","305","DC8"
"JLD","JLD","MMX","VXO","KLR","HUV","171","F50"
"OSK","OSK","HAD","MMX","EVG","KRF","209","MD11"
"KLR","KLR","VXO","HAD","LYC","GEV","286","A400M"
"MMX","MMX","VXO","HUV","SDL","EVG","185","C212"
"HAD","HAD","EVG","KRF","OER","GEV","274","V22"
"VXO","VXO","HUV","LYC","GEV","KRN","270","BB1"
"EVG","EVG","HUV","SDL","KRF","SFT","103","BA10"
"GEV","GEV","LYC","UME","OER","KRF","112","SIS99"
"HUV","HUV","SDL","LYC","VHM","KRN","160","SAH"
"KRF","KRF","SDL","OER","SFT","AJR","82","A319"
"LYC","LYC","UME","OER","KRN","ORB","250","A320"
"SDL","SDL","VHM","SFT","KRN","VST","223","A321"
"OER","OER","UME","SFT","LLA","AJR","70","A330"
"KRN","KRN","VHM","UME","ARN","ORB","240","737"
"SFT","SFT","AJR","VHM","VST","BMA","165","747"
"UME","UME","AJR","LLA","BLE","ORB","185","757"
"VHM","VHM","VST","ARN","ORB","HLF","191","767"
"AJR","AJR","LLA","GVX","VST","BMA","176","777"
"ORB","ORB","LPI","ARN","BLE","LLA","205","BAE146"
"VST","VST","ARN","BMA","NRK","HLF","62","DC8"
"LLA","LLA","GVX","BLE","BMA","VBY","211","F50"
"ARN","ARN","BLE","LPI","HLF","HMV","227","MD11"
"BMA","BMA","NRK","HLF","GVX","SQO","185","A400M"
"BLE","BLE","GVX","LPI","VBY","AGH","146","C212"
"HLF","HLF","LPI","NRK","TYF","HMV","210","V22"
"GVX","GVX","NRK","VBY","KSD","SQO","203","BB1"
"LPI","LPI","VBY","AGH","HFS","HMV","263","BA10"
"NRK","NRK","TYF","OSD","SQO","HMV","194","SIS99"
"VBY","VBY","KSD","AGH","SQO","PJA","342","SAH"
"HMV","HMV","TYF","HFS","STO","AGH","265","A319"
"SQO","SQO","OSD","TYF","KSD","JHE","225","A320"
"AGH","AGH","KSD","HFS","XEV","PJA","317","A321"
"TYF","TYF","HFS","QYX","STO","OSD","122","A330"
"KSD","KSD","SOO","OSD","PJA","JHE","312","737"
"HFS","HFS","STO","XEV","NYN","PJA","239","747"
"OSD","OSD","QYX","STO","JHE","GVA","2079","757"
"PJA","PJA","SOO","XEV","JHE","SIR","2650","767"
"STO","STO","XEV","NYN","QYX","LUG","1706","777"
"JHE","JHE","QYX","SOO","BRN","GVA","1495","BAE146"
"XEV","XEV","NYN","SOO","ZRH","SIR","1898","DC8"
"QYX","QYX","NYN","ACH","LUG","GVA","2127","F50"
"SOO","SOO","SMV","BRN","SIR","GVA","2235","MD11"
"NYN","NYN","ZRH","BSL","SIR","LUG","1956","A400M"
"GVA","GVA","QNC","BRN","LUG","ACH","719","C212"
"SIR","SIR","BRN","ZRH","SMV","ZJI","497","V22"
"LUG","LUG","ZIN","ZRH","ACH","BSL","605","BB1"
"BRN","BRN","QNC","BXO","ACH","SMV","530","BA10"
"ZRH","SMV","BSL","ALP","ZJI","ZRH","cant complete trip","SIS99"
"ACH","BSL","QNC","DAM","ZIN","ACH","cant complete trip","SAH"
"SMV","SMV","ZJI","BXO","QNC","DEZ","3169","A319"
"BSL","BSL","ZIN","ZJI","LTK","ALP","2613","A320"
"QNC","QNC","ZIN","BXO","DAM","PMS","2781","A321"
"ZJI","ZJI","BXO","ALP","KAC","DEZ","2614","A330"
"ZIN","ZIN","LTK","ALP","DAM","KNH","cant complete trip","737"
"BXO","BXO","DAM","PMS","DEZ","PIF","2966","747"
"ALP","ALP","LTK","DEZ","KAC","TTT","274","757"
"DAM","DAM","PMS","LTK","KNH","GNI","292","767"
"DEZ","DEZ","PMS","KAC","KHH","PIF","266","777"
"LTK","KAC","KNH","CYI","TTT","LTK","cant complete trip","BAE146"
"PMS","PMS","KNH","PIF","KYD","GNI","cant complete trip","DC8"
"KAC","PIF","TTT","RMQ","KHH","KAC","cant complete trip","F50"
"KNH","KNH","CYI","TNN","TTT","GNI","21","MD11"
"PIF","PIF","KHH","GNI","KYD","MZG","15","A400M"
"TTT","TTT","KHH","CYI","RMQ","TSA","16","C212"
"GNI","GNI","KYD","CYI","TNN","TPE","23","V22"
"KHH","KHH","WOT","MZG","RMQ","KYD","17","BB1"
"CYI","CYI","TNN","RMQ","HUN","TSA","17","BA10"
"KYD","KYD","TNN","MZG","TPE","MFK","32","SIS99"
"RMQ","RMQ","MZG","WOT","HCN","TSA","21","SAH"
"TNN","TNN","HUN","TSA","TPE","LZN","23","A319"
"MZG","MZG","WOT","CMJ","TPE","MFK","20","A320"
"TSA","TSA","HUN","TXG","WOT","HCN","24","A321"
"TPE","TPE","HUN","SMT","MFK","LZN","18","A330"
"WOT","WOT","CMJ","HCN","MFK","DYU","1043","737"
"HUN","HUN","TXG","LZN","HCN","LBD","1067","747"
"MFK","MFK","LZN","SMT","CMJ","TJU","1003","757"
"HCN","HCN","CMJ","TXG","DYU","ARK","1158","767"
"LZN","LZN","TXG","SMT","LBD","DAR","1222","777"
"CMJ","SMT","DYU","DOD","TJU","CMJ","cant complete trip","BAE146"
"TXG","TXG","LBD","DYU","ARK","IRI","cant complete trip","DC8"
"SMT","LBD","TJU","JRO","DAR","SMT","cant complete trip","F50"
"DYU","DYU","TJU","ARK","LKY","DOD","1016","MD11"
"LBD","ARK","DAR","MYW","IRI","LBD","cant complete trip","A400M"
"TJU","DAR","DOD","MWZ","JRO","TJU","cant complete trip","C212"
"ARK","ARK","DOD","IRI","PMA","LKY","0","V22"
"DAR","DAR","IRI","JRO","TGT","MYW","0","BB1"
"DOD","DOD","JRO","LKY","ZNZ","MWZ","0","BA10"
"IRI","IRI","LKY","MYW","SEU","PMA","0","SIS99"
"JRO","JRO","MYW","MWZ","MFA","TGT","0","SAH"
"LKY","LKY","MWZ","PMA","TBO","ZNZ","0","A319"
"MYW","MYW","PMA","TGT","SHY","SEU","0","A320"
"MWZ","MWZ","TGT","ZNZ","MUZ","MFA","0","A321"
"PMA","PMA","ZNZ","SEU","LDI","TBO","0","A330"
"TGT","TGT","SEU","MFA","TKQ","SHY","0","737"
"ZNZ","ZNZ","MFA","TBO","BKZ","MUZ","0","747"
"SEU","SEU","TBO","SHY","DUU","LDI","0","757"
"MFA","MFA","SHY","MUZ","TKQ","DMK","210","767"
"TBO","TBO","MUZ","LDI","BKZ","UTP","228","777"
"SHY","LDI","TKQ","LPT","DUU","SHY","cant complete trip","BAE146"
"MUZ","TKQ","BKZ","PRH","DMK","MUZ","cant complete trip","DC8"
"LDI","BKZ","DUU","HHQ","UTP","LDI","cant complete trip","F50"
"TKQ","TKQ","DUU","DMK","PHS","LPT","250","MD11"
"BKZ","DMK","UTP","NAW","PRH","BKZ","cant complete trip","A400M"
"DUU","UTP","LPT","KBV","HHQ","DUU","cant complete trip","C212"
"DMK","DMK","PHS","PRH","LPT","PAN","74","V22"
"UTP","UTP","HHQ","USM","NAW","PRH","77","BB1"
"LPT","LPT","PHS","HHQ","KBV","HKT","66","BA10"
"PRH","PRH","PHS","HDY","PAN","NAW","cant complete trip","SIS99"
"HHQ","HHQ","USM","KBV","TST","NAW","43","SAH"
"PHS","PHS","UTH","KBV","HKT","PAN","82","A319"
"NAW","NAW","PAN","HDY","USM","SNO","74","A320"
"KBV","KBV","HKT","TST","USM","LOE","68","A321"
"PAN","PAN","HDY","HKT","BKK","UTH","75","A330"
"USM","USM","TST","HDY","SNO","CNX","88","737"
"HKT","HKT","TST","LOE","UTH","CEI","89","747"
"HDY","HDY","NST","BKK","UTH","SNO","72","757"
"TST","TST","NAK","LOE","SNO","CNX","92","767"
"UTH","UTH","LOE","KOP","BKK","CEI","59","777"
"SNO","SNO","UBP","BKK","NST","CNX","83","BAE146"
"LOE","LOE","KKC","NAK","CNX","CEI","38","DC8"
"BKK","BKK","THS","CEI","KOP","NST","82","F50"
"CNX","CNX","NAK","UBP","NST","URT","82","MD11"
"CEI","CEI","HGN","KKC","NAK","KOP","54","A400M"
"NST","NST","UBP","KOP","NNT","THS","76","C212"
"NAK","NAK","KKC","ROI","UBP","URT","59","V22"
"KOP","KOP","KKC","BFV","THS","HGN","51","BB1"
"UBP","UBP","THS","NNT","UNN","URT","78","BA10"
"KKC","KKC","ROI","TDX","URT","HGN","79","SIS99"
"THS","THS","NNT","PYY","HGN","BFV","45","SAH"
"URT","URT","UNN","PHY","NNT","ROI","69","A319"
"HGN","HGN","ROI","BFV","TDX","CJM","69","A320"
"NNT","NNT","PYY","MAQ","BFV","UNN","81","A321"
"ROI","ROI","PHY","TKT","TDX","UNN","71","A330"
"BFV","TDX","PYY","LRL","CJM","BFV","cant complete trip","737"
"UNN","UNN","MAQ","PYY","PHY","LFW","371","747"
"TDX","TDX","CJM","PHY","TKT","TBU","4773","757"
"PYY","CJM","MAQ","VAV","LRL","PYY","cant complete trip","767"
"PHY","MAQ","TKT","NTT","LFW","PHY","cant complete trip","777"
"CJM","TKT","LRL","NFO","TBU","CJM","cant complete trip","BAE146"
"MAQ","LRL","LFW","HPA","VAV","MAQ","cant complete trip","DC8"
"TKT","LFW","TBU","EUA","NTT","TKT","cant complete trip","F50"
"LRL","LRL","TAB","VAV","TBU","NFO","11188","MD11"
"LFW","VAV","NTT","POS","HPA","LFW","cant complete trip","A400M"
"TBU","NTT","NFO","MIR","EUA","TBU","cant complete trip","C212"
"VAV","NFO","HPA","TUN","TAB","VAV","cant complete trip","V22"
"NTT","HPA","EUA","GAF","POS","NTT","cant complete trip","BB1"
"NFO","EUA","TAB","GAE","MIR","NFO","cant complete trip","BA10"
"HPA","TAB","POS","DJE","TUN","HPA","cant complete trip","SIS99"
"EUA","POS","MIR","EBM","GAF","EUA","cant complete trip","SAH"
"TAB","MIR","TUN","SFA","GAE","TAB","cant complete trip","A319"
"POS","POS","TOE","GAF","DJE","TUN","5135","A320"
"MIR","MIR","TBJ","GAF","GAE","EBM","654","A321"
"TUN","TUN","NBE","SFA","DJE","GAE","348","A330"
"GAF","GAF","TOE","DJE","EBM","ESB","2219","737"
"GAE","GAE","SFA","TBJ","EBM","ANK","2350","747"
"DJE","DJE","SFA","NBE","TOE","ADA","2276","757"
"EBM","EBM","TOE","TBJ","AFY","ESB","2153","767"
"SFA","SFA","NBE","TBJ","AYT","ANK","1962","777"
"TOE","TOE","NBE","ESB","ADA","GZT","2308","BAE146"
"TBJ","TBJ","AFY","KYA","ANK","ESB","1848","DC8"
"NBE","NBE","AYT","ANK","MZH","ADA","cant complete trip","F50"
"ESB","ESB","AFY","ADA","GZT","VAS","564","MD11"
"ANK","ANK","KYA","AFY","AYT","MLX","637","A400M"
"ADA","ADA","GZT","ASR","MZH","AYT","607","C212"
"AFY","AFY","DNZ","KYA","VAS","GZT","637","V22"
"AYT","AYT","KYA","MZH","MLX","IST","820","BB1"
"GZT","GZT","ASR","VAS","MZH","BZI","771","BA10"
"KYA","KYA","DNZ","BDM","VAS","MLX","722","SIS99"
"MZH","MZH","ASR","MLX","ESK","IST","679","SAH"
"VAS","VAS","ASR","DNZ","ADB","BZI","664","A319"
"MLX","MLX","DNZ","IGL","BDM","IST","773","A320"
"ASR","ASR","ESK","IST","BZI","DLM","637","A321"
"DNZ","DNZ","BXN","ADB","BZI","BDM","319","A330"
"IST","IST","BDM","IGL","ESK","EZS","847","737"
"BZI","BZI","ADB","DLM","ESK","DIY","975","747"
"BDM","BDM","IGL","ADB","BXN","ERC","879","757"
"ESK","ESK","IGL","DLM","EZS","ERZ","960","767"
"ADB","ADB","BXN","DLM","DIY","TZX","985","777"
"IGL","IGL","BXN","EZS","ERC","VAN","1116","BAE146"
"DLM","DLM","EZS","DIY","BAL","ERZ","902","DC8"
"BXN","BXN","NAV","ERC","TZX","DIY","963","F50"
"EZS","EZS","ERC","ERZ","VAN","BJV","1055","MD11"
"DIY","DIY","BAL","ERZ","TZX","SAW","844","A400M"
"ERC","ERC","TZX","SZF","NAV","VAN","671","C212"
"ERZ","ERZ","BAL","VAN","BJV","EDO","1183","V22"
"TZX","TZX","BAL","NAV","ISE","SAW","918","BB1"
"VAN","VAN","ADF","NAV","SZF","BJV","cant complete trip","BA10"
"BAL","BAL","AJI","SAW","EDO","BJV","1124","SIS99"
"NAV","NAV","KCM","SZF","SAW","ISE","722","SAH"
"BJV","BJV","EDO","SZF","ADF","SFQ","932","A319"
"SAW","SAW","EDO","ISE","AJI","KSY","1071","A320"
"SZF","SZF","KCM","ADF","ISE","USQ","738","A321"
"EDO","EDO","YEI","ADF","SFQ","AJI","1068","A330"
"ISE","ISE","TEQ","KCM","AJI","KSY","1122","737"
"ADF","ADF","SFQ","KCM","SIC","USQ","783","747"
"AJI","AJI","KSY","MSR","SFQ","YEI","964","757"
"KCM","KCM","KSY","USQ","TEQ","CKZ","1169","767"
"SFQ","SFQ","SIC","AOE","YEI","USQ","793","777"
"KSY","KSY","MSR","MQM","YEI","TEQ","1043","BAE146"
"USQ","USQ","TEQ","CKZ","SIC","UAB","842","DC8"
"YEI","YEI","AOE","SIC","HTY","MSR","1003","F50"
"TEQ","TEQ","CKZ","ONQ","MSR","MQM","1048","MD11"
"SIC","SIC","SSX","UAB","AOE","CKZ","805","A400M"
"MSR","MSR","MQM","HTY","GZP","AOE","840","C212"
"CKZ","CKZ","ONQ","UAB","MQM","IGD","1240","V22"
"AOE","AOE","SSX","UAB","HTY","GNY","760","BB1"
"MQM","MQM","HTY","GZP","KZR","ONQ","833","BA10"
"UAB","UAB","SSX","ONQ","BGG","IGD","976","SIS99"
"HTY","HTY","GNY","SSX","KFS","GZP","671","SAH"
"ONQ","ONQ","BTZ","KZR","GZP","IGD","1050","A319"
"SSX","SSX","BGG","GNY","IGD","MYP","1741","A320"
"GZP","GZP","KZR","KFS","GNY","ASB","1881","A321"
"IGD","IGD","BGG","KZR","BTZ","KRW","1486","A330"
"GNY","GNY","BGG","KFS","MYP","CRZ","1978","737"
"KZR","KZR","BTZ","KFS","ASB","TAZ","1960","747"
"BGG","BGG","BTZ","KRW","BKN","MYP","1987","757"
"KFS","MYP","ASB","NCA","CRZ","KFS","cant complete trip","767"
"BTZ","BTZ","KRW","ASB","TAZ","PLS","13730","777"
"MYP","KRW","CRZ","XSC","BKN","MYP","cant complete trip","BAE146"
"ASB","CRZ","TAZ","SLX","NCA","ASB","cant complete trip","DC8"
"KRW","TAZ","BKN","MDS","PLS","KRW","cant complete trip","F50"
"CRZ","CRZ","BKN","GDT","XSC","NCA","15288","MD11"
"TAZ","NCA","PLS","FUN","SLX","TAZ","cant complete trip","A400M"
"BKN","PLS","XSC","EBB","MDS","BKN","cant complete trip","C212"
"NCA","XSC","SLX","SRT","GDT","NCA","cant complete trip","V22"
"PLS","SLX","MDS","ULU","FUN","PLS","cant complete trip","BB1"
"XSC","MDS","GDT","RUA","EBB","XSC","cant complete trip","BA10"
"SLX","GDT","FUN","OYG","SRT","SLX","cant complete trip","SIS99"
"MDS","FUN","EBB","PAF","ULU","MDS","cant complete trip","SAH"
"GDT","EBB","SRT","KBP","RUA","GDT","cant complete trip","A319"
"FUN","SRT","ULU","DOK","OYG","FUN","cant complete trip","A320"
"EBB","EBB","ULU","RUA","PAF","DNK","237","A321"
"SRT","SRT","RUA","OYG","SIP","KBP","266","A330"
"ULU","ULU","OYG","PAF","IEV","DOK","248","737"
"RUA","RUA","PAF","KBP","DNK","LWO","283","747"
"OYG","OYG","KBP","ODS","SIP","DOK","271","757"
"PAF","PAF","DOK","MPW","DNK","IEV","266","767"
"KBP","KBP","DNK","VSG","SIP","LWO","114","777"
