"Origin","Dest1","Dest2","Dest3","Dest4","Home","Cost(Euro)","Aircraft"
"UGA","TGD","TIV","ERH","AGA","UGA","N/A","Not Feasible"
"ULO","TIV","TTA","MNI","MEK","ULO","6428","DC8"
"TGD","MNI","AGA","OUD","FEZ","TGD","N/A","Not Feasible"
"TIV","ERH","TTA","AGA","RBA","TIV","2713","MD11"
"MNI","TTA","FEZ","CMN","MEK","MNI","N/A","Not Feasible"
"AGA","ERH","OUD","FEZ","RAK","AGA","168","C212"
"TTA","ERH","MEK","NNA","RBA","TTA","176","V22"
"FEZ","MEK","CMN","OZZ","OUD","FEZ","137","BB1"
"ERH","OUD","AHU","RBA","RAK","ERH","141","BA10"
"MEK","CMN","RBA","NNA","TTU","MEK","66","SIS99"
"OUD","TNG","CMN","RAK","OZZ","OUD","154","SAH"
"RBA","RAK","NDR","AHU","NNA","RBA","118","A319"
"CMN","NNA","TTU","OZZ","ESU","CMN","133","A320"
"RAK","OZZ","BEW","AHU","TNG","RAK","965","A321"
"NNA","TTU","AHU","NDR","INH","NNA","987","A330"
"OZZ","VXC","TTU","TNG","ESU","OZZ","911","737"
"AHU","NDR","BEW","MPM","TNG","AHU","960","747"
"TTU","NDR","MZB","INH","ESU","TTU","990","757"
"TNG","ESU","VXC","MNC","BEW","TNG","961","767"
"NDR","APL","BEW","INH","MPM","NDR","935","777"
"ESU","INH","VXC","POL","MZB","ESU","N/A","Not Feasible"
"BEW","VXC","MNC","UEL","MPM","BEW","99","DC8"
"INH","MPM","TET","MZB","APL","INH","106","F50"
"VXC","MZB","POL","MNC","VNX","VXC","80","MD11"
"MPM","MNC","APL","UEL","VPY","MPM","88","A400M"
"MZB","POL","APL","BZB","TET","MZB","77","C212"
"MNC","POL","UEL","VNX","BCW","MNC","62","V22"
"APL","UEL","IBL","VPY","TET","APL","58","BB1"
"POL","VNX","BZB","TET","FXO","POL","72","BA10"
"UEL","VNX","VPY","HEH","BCW","UEL","N/A","Not Feasible"
"TET","VPY","BZB","KET","IBL","TET","N/A","Not Feasible"
"VNX","BZB","BCW","KYP","FXO","VNX","N/A","Not Feasible"
"VPY","IBL","BCW","HEH","LSH","VPY","245","A320"
"BZB","IBL","FXO","MDL","KET","BZB","242","A321"
"BCW","FXO","KYP","HEH","MGZ","BCW","234","A330"
"IBL","HEH","KET","MYT","LSH","IBL","236","737"
"FXO","KYP","KET","MOG","MDL","FXO","212","747"
"HEH","KYP","LSH","PBU","MGZ","HEH","1","757"
"KET","LSH","MDL","AKY","MYT","KET","N/A","Not Feasible"
"KYP","MDL","MGZ","SNW","MOG","KYP","N/A","Not Feasible"
"LSH","MGZ","THL","MYT","PBU","LSH","1","BAE146"
"MDL","MYT","MOG","RGN","AKY","MDL","N/A","Not Feasible"
"MGZ","MOG","NYU","SNW","PBU","MGZ","1","F50"
"MYT","PBU","AKY","MWQ","THL","MYT","N/A","Not Feasible"
"MOG","AKY","SNW","KHM","RGN","MOG","N/A","Not Feasible"
"PBU","SNW","THL","BPE","NYU","PBU","N/A","Not Feasible"
"AKY","THL","RGN","BMO","MWQ","AKY","N/A","Not Feasible"
"SNW","RGN","NYU","TVY","KHM","SNW","1","BB1"
"THL","NYU","MWQ","KAW","BPE","THL","2","BA10"
"RGN","MWQ","KHM","LIW","BMO","RGN","N/A","Not Feasible"
"NYU","KHM","MNU","BPE","TVY","NYU","1","SAH"
"MWQ","BPE","BMO","BSX","KAW","MWQ","1","A319"
"KHM","BMO","TVY","PKK","LIW","KHM","1","A320"
"BPE","TVY","KAW","KMV","MNU","BPE","1","A321"
"BMO","KAW","BSX","LIW","ELA","BMO","1","A330"
"TVY","LIW","MNU","XYE","PKK","TVY","N/A","Not Feasible"
"KAW","MNU","BSX","NYT","KMV","KAW","1","747"
"LIW","PKK","WDH","BSX","ELA","LIW","732","757"
"MNU","PKK","KMV","ERS","XYE","MNU","753","767"
"BSX","KMV","ELA","NYT","SWP","BSX","754","777"
"PKK","ELA","XYE","OMD","WDH","PKK","N/A","Not Feasible"
"KMV","XYE","NYT","OND","ERS","KMV","N/A","Not Feasible"
"ELA","NYT","WDH","LUD","SWP","ELA","N/A","Not Feasible"
"XYE","OMD","ERS","WDH","MPA","XYE","805","MD11"
"NYT","ERS","SWP","WVB","OND","NYT","N/A","Not Feasible"
"WDH","OMD","LUD","SWP","GFY","WDH","167","C212"
"ERS","OMD","MPA","NDU","OND","ERS","267","V22"
"SWP","OND","LUD","ULX","WVB","SWP","N/A","Not Feasible"
"OMD","LUD","MPA","GFY","OKF","OMD","271","BA10"
"OND","WVB","MPA","NDU","OKU","OND","201","SIS99"
"LUD","WVB","GFY","TSB","ULX","LUD","N/A","Not Feasible"
"MPA","NDU","GFY","OKF","KMP","MPA","226","A319"
"WVB","ULX","NDU","OKU","TCY","WVB","321","A320"
"GFY","ULX","OKF","INU","TSB","GFY","N/A","Not Feasible"
"NDU","BWA","KMP","OKF","OKU","NDU","833","A330"
"ULX","KTM","TSB","OKU","TCY","ULX","898","737"
"OKF","TSB","KMP","INU","PKR","OKF","8121","747"
"OKU","BWA","SIF","KMP","TCY","OKU","862","757"
"TSB","KTM","INU","BIR","TCY","TSB","7429","767"
"KMP","BWA","INU","LUA","PKR","KMP","7461","777"
"TCY","BWA","KTM","BHP","SIF","TCY","N/A","Not Feasible"
"INU","KTM","PKR","LDN","BIR","INU","N/A","Not Feasible"
"BWA","PKR","JMO","LUA","SIF","BWA","5","F50"
"KTM","SIF","NGX","BIR","BHP","KTM","5","MD11"
"PKR","BIR","LDN","LUA","PPL","PKR","5","A400M"
"SIF","LUA","BHP","TMK","JMO","SIF","6","C212"
"BIR","BHP","RUM","NGX","LDN","BIR","4","V22"
"LUA","LDN","JMO","DNP","PPL","LUA","8","BB1"
"BHP","JMO","NGX","RUK","TMK","BHP","8","BA10"
"LDN","NGX","JUM","PPL","RUM","LDN","7","SIS99"
"JMO","TMK","PPL","HRJ","DNP","JMO","7","SAH"
"NGX","TMK","RUM","TPJ","RUK","NGX","7","A319"
"PPL","RUM","TMI","DNP","JUM","PPL","9","A320"
"TMK","DNP","SKH","RUK","HRJ","TMK","8","A321"
"RUM","RUK","JUM","IMK","TPJ","RUM","8","A330"
"DNP","JUM","DOP","HRJ","TMI","DNP","9","737"
"RUK","HRJ","TPJ","BJH","SKH","RUK","6","747"
"JUM","TPJ","TMI","DHI","IMK","JUM","12","757"
"HRJ","TMI","MWP","SKH","DOP","HRJ","9","767"
"TPJ","IMK","BJH","SKH","BHR","TPJ","6","777"
"TMI","IMK","DHI","DOP","BDP","TMI","14","BAE146"
"SKH","BJH","DOP","MEY","MWP","SKH","7","DC8"
"IMK","BJH","DHI","KEP","BHR","IMK","7","F50"
"DOP","DHI","MWP","RHP","BDP","DOP","13","MD11"
"BJH","BHR","MWP","SYH","MEY","BJH","9","A400M"
"DHI","BJU","BDP","BHR","KEP","DHI","13","C212"
"MWP","BDP","MEY","AMS","RHP","MWP","N/A","Not Feasible"
"BHR","MEY","KEP","MST","SYH","BHR","N/A","Not Feasible"
"BDP","KEP","RHP","EIN","BJU","BDP","N/A","Not Feasible"
"MEY","RHP","SYH","GRQ","AMS","MEY","N/A","Not Feasible"
"KEP","SYH","BJU","DHR","MST","KEP","N/A","Not Feasible"
"RHP","BJU","AMS","LWR","EIN","RHP","N/A","Not Feasible"
"SYH","MST","RTM","AMS","GRQ","SYH","7343","A320"
"BJU","DHR","UTC","EIN","MST","BJU","6849","A321"
"AMS","EIN","ENS","GRQ","LWR","AMS","514","A330"
"MST","GRQ","DHR","LID","RTM","MST","631","737"
"EIN","WOE","DHR","LWR","UTC","EIN","511","747"
"GRQ","LWR","RTM","QYI","ENS","GRQ","492","757"
"DHR","LEY","UTC","RTM","LID","DHR","281","767"
"LWR","ENS","UTC","WOE","ZYA","LWR","567","777"
"RTM","LID","ZYA","ENS","QYI","RTM","418","BAE146"
"UTC","UDE","WOE","LID","LEY","UTC","358","DC8"
"ENS","QYI","WOE","QRH","ZYA","ENS","516","F50"
"LID","QYI","LEY","ZYA","BON","LID","15716","MD11"
"WOE","LEY","ZYA","CUR","UDE","WOE","N/A","Not Feasible"
"LEY","ZYA","UDE","SXM","BON","LEY","N/A","Not Feasible"
"ZYA","UDE","QRH","SAB","CUR","ZYA","N/A","Not Feasible"
"ZYA","QRH","BON","KNQ","EUX","ZYA","N/A","Not Feasible"
"UDE","BON","CUR","KOC","SXM","UDE","N/A","Not Feasible"
"QRH","CUR","EUX","LIF","SAB","QRH","N/A","Not Feasible"
"BON","EUX","SXM","GEA","KNQ","BON","N/A","Not Feasible"
"CUR","SXM","SAB","MEE","KOC","CUR","N/A","Not Feasible"
"EUX","SAB","KNQ","TOU","LIF","EUX","N/A","Not Feasible"
"SXM","KNQ","KOC","UVE","GEA","SXM","N/A","Not Feasible"
"SAB","KOC","LIF","NOU","MEE","SAB","N/A","Not Feasible"
"KNQ","GEA","ILP","LIF","TOU","KNQ","3","737"
"KOC","GEA","MEE","UVE","BMY","KOC","6","747"
"LIF","MEE","TGJ","NOU","TOU","LIF","3","757"
"GEA","TOU","UVE","AKL","ILP","GEA","1241","767"
"MEE","UVE","BMY","NOU","TUO","MEE","1467","777"
"TOU","NOU","AMZ","ILP","TGJ","TOU","1249","BAE146"
"UVE","BMY","CHC","AKL","ILP","UVE","1770","DC8"
"NOU","BMY","TGJ","CHT","TUO","NOU","N/A","Not Feasible"
"ILP","TGJ","DUD","AMZ","AKL","ILP","2002","MD11"
"BMY","CHC","GIS","TUO","AKL","BMY","2327","A400M"
"TGJ","TUO","AMZ","MON","CHT","TGJ","N/A","Not Feasible"
"AKL","AMZ","CHC","DUD","HKK","AKL","1513","V22"
"TUO","HLZ","CHC","CHT","GIS","TUO","1797","BB1"
"AMZ","CHT","DUD","MON","KKE","AMZ","2499","BA10"
"CHC","DUD","HKK","KAT","GIS","CHC","1987","SIS99"
"CHT","GIS","HLZ","MON","ALR","CHT","2146","SAH"
"DUD","MON","GTN","HKK","KKE","DUD","1724","A319"
"GIS","HKK","TEU","KAT","HLZ","GIS","2107","A320"
"MON","KKE","HLZ","MRO","ALR","MON","1763","A321"
"HKK","NPL","KKE","KAT","GTN","HKK","1471","A330"
"HLZ","KAT","TEU","ALR","NSN","HLZ","1895","737"
"KKE","GTN","ALR","IVC","MRO","KKE","1972","747"
"KAT","GTN","TEU","OAM","NPL","KAT","1894","757"
"ALR","TEU","NSN","PMR","MRO","ALR","1245","767"
"GTN","NPL","MRO","PPQ","IVC","GTN","1447","777"
"TEU","ZQN","NPL","NSN","OAM","TEU","1321","BAE146"
"MRO","IVC","NSN","ROT","PMR","MRO","1607","DC8"
"NPL","IVC","OAM","PPQ","TRG","NPL","1659","F50"
"NSN","PMR","TIU","OAM","ZQN","NSN","1123","MD11"
"IVC","PPQ","PMR","ROT","BHE","IVC","1594","A400M"
"OAM","PPQ","TRG","WKA","ZQN","OAM","1492","C212"
"PMR","WHK","ROT","ZQN","TIU","PMR","1482","V22"
"PPQ","ROT","TRG","BHE","WLG","PPQ","684","BB1"
"ZQN","WRE","TRG","TIU","WKA","ZQN","1718","BA10"
"ROT","WSZ","TIU","BHE","WHK","ROT","1233","SIS99"
"TRG","WKA","BHE","WLG","WAG","TRG","1395","SAH"
"TIU","WKA","WRE","GBZ","WHK","TIU","1704","A319"
"BHE","WLG","WHK","WSZ","MFN","BHE","1507","A320"
"WKA","WLG","WAG","NPE","WRE","WKA","1717","A321"
"WHK","KBZ","WSZ","WRE","GBZ","WHK","1258","A330"
"WLG","WAG","WSZ","MFN","PCN","WLG","1137","737"
"WRE","GBZ","NPE","WAG","SZS","WRE","2059","747"
"WSZ","GBZ","WTZ","KBZ","MFN","WSZ","1673","757"
"WAG","NPE","PCN","MFN","KTF","WAG","1325","767"
"GBZ","NPE","KBZ","SZS","FGL","GBZ","1971","777"
"MFN","KBZ","PCN","WTZ","MZP","MFN","1587","BAE146"
"NPE","PCN","SZS","BEF","KTF","NPE","N/A","Not Feasible"
"KBZ","SZS","WTZ","MGA","FGL","KBZ","N/A","Not Feasible"
"PCN","MZP","KTF","WTZ","PUZ","PCN","9192","MD11"
"SZS","KTF","FGL","RNI","BEF","SZS","N/A","Not Feasible"
"WTZ","FGL","MZP","BZA","MGA","WTZ","N/A","Not Feasible"
"KTF","MZP","BEF","RFS","PUZ","KTF","N/A","Not Feasible"
"FGL","BEF","MGA","SIU","RNI","FGL","N/A","Not Feasible"
"MZP","MGA","PUZ","WSP","BZA","MZP","N/A","Not Feasible"
"BEF","PUZ","RNI","MFQ","RFS","BEF","N/A","Not Feasible"
"MGA","RNI","BZA","NIM","SIU","MGA","N/A","Not Feasible"
"PUZ","BZA","RFS","THZ","WSP","PUZ","N/A","Not Feasible"
"RNI","AJY","MFQ","RFS","SIU","RNI","375","A320"
"BZA","WSP","NIM","ZND","SIU","BZA","353","A321"
"RFS","WSP","THZ","ABV","MFQ","RFS","364","A330"
"SIU","MFQ","NIM","AKR","AJY","SIU","N/A","Not Feasible"
"WSP","NIM","BNI","ZND","THZ","WSP","352","747"
"MFQ","AJY","THZ","CBQ","ABV","MFQ","5","757"
"NIM","AJY","ZND","ENU","AKR","NIM","6","767"
"THZ","ZND","BNI","ABV","QUS","THZ","4","777"
"AJY","AKR","IBA","CBQ","ABV","AJY","9","BAE146"
"ZND","BNI","AKR","ILR","ENU","ZND","5","DC8"
"ABV","BNI","CBQ","JOS","QUS","ABV","6","F50"
"AKR","CBQ","ENU","KAD","IBA","AKR","6","MD11"
"BNI","ENU","QUS","KAN","ILR","BNI","7","A400M"
"CBQ","IBA","QUS","MIU","JOS","CBQ","11","C212"
"ENU","IBA","ILR","KAD","MDI","ENU","3","V22"
"QUS","ILR","LOS","JOS","KAN","QUS","7","BB1"
"IBA","JOS","MIU","KAD","MXJ","IBA","8","BA10"
"ILR","KAD","KAN","MDI","PHC","ILR","6","SIS99"
"JOS","MIU","KAN","SKO","LOS","JOS","11","SAH"
"KAD","MIU","YOL","MDI","MXJ","KAD","7","A319"
"KAN","LOS","PHC","MDI","ZAR","KAN","7","A320"
"MIU","MXJ","SKO","LOS","QOW","MIU","13","A321"
"MDI","MXJ","QRW","PHC","YOL","MDI","8","A330"
"LOS","PHC","SKO","IUE","ZAR","LOS","N/A","Not Feasible"
"MXJ","SKO","YOL","NLK","QOW","MXJ","N/A","Not Feasible"
"PHC","QRW","ZAR","HAE","YOL","PHC","140","757"
"SKO","ZAR","QOW","DSO","IUE","SKO","N/A","Not Feasible"
"YOL","QOW","QRW","YJS","NLK","YOL","N/A","Not Feasible"
"ZAR","QRW","IUE","RGO","HAE","ZAR","N/A","Not Feasible"
"QOW","IUE","NLK","ROP","DSO","QOW","N/A","Not Feasible"
"QRW","NLK","HAE","SPN","YJS","QRW","N/A","Not Feasible"
"IUE","TIQ","HAE","DSO","RGO","IUE","7426","MD11"
"NLK","DSO","YJS","AES","ROP","NLK","N/A","Not Feasible"
"HAE","YJS","RGO","ANX","SPN","HAE","N/A","Not Feasible"
"DSO","RGO","ROP","ALF","TIQ","DSO","N/A","Not Feasible"
"YJS","ROP","SPN","BNN","AES","YJS","N/A","Not Feasible"
"RGO","SPN","TIQ","BOO","ANX","RGO","N/A","Not Feasible"
"ROP","TIQ","AES","BGO","ALF","ROP","N/A","Not Feasible"
"SPN","AES","ANX","BJF","BNN","SPN","N/A","Not Feasible"
"TIQ","ANX","ALF","KRS","BOO","TIQ","N/A","Not Feasible"
"AES","ALF","BDU","BNN","BGO","AES","314","A320"
"ANX","BNN","BOO","EVE","BJF","ANX","221","A321"
"ALF","BOO","BGO","KRS","VDB","ALF","361","A330"
"BNN","BGO","FRO","BJF","BDU","BNN","371","737"
"BOO","KRS","OSL","BJF","EVE","BOO","401","747"
"BGO","BDU","VDB","KRS","HAU","BGO","319","757"
"BJF","HAA","BDU","EVE","FRO","BJF","345","767"
"KRS","VDB","KSU","EVE","OSL","KRS","289","777"
"BDU","FRO","HAU","VDB","KKN","BDU","386","BAE146"
"EVE","FRO","FAN","OSL","HAA","EVE","371","DC8"
"VDB","OSL","HAU","MOL","KSU","VDB","132","F50"
"FRO","HAU","KKN","HAA","MJF","FRO","395","MD11"
"OSL","LKL","HAA","KSU","FAN","OSL","380","A400M"
"HAU","NTB","KKN","KSU","MOL","HAU","387","C212"
"HAA","KKN","FAN","OLA","MJF","HAA","411","V22"
"KSU","MOL","FAN","RRS","LKL","KSU","370","BB1"
"KKN","MOL","NTB","RYG","MJF","KKN","376","BA10"
"FAN","MJF","LKL","LYR","OLA","FAN","N/A","Not Feasible"
"MOL","LKL","RRS","SKE","NTB","MOL","338","SAH"
"MJF","OLA","SRP","NTB","RYG","MJF","207","A319"
"LKL","RRS","OLA","SSJ","LYR","LKL","434","A320"
"NTB","RRS","TOS","RYG","SKE","NTB","291","A321"
"OLA","RYG","TRF","SRP","LYR","OLA","519","A330"
"RRS","SKE","TRD","LYR","SSJ","RRS","490","737"
"RYG","SKE","SVG","SRP","TOS","RYG","330","747"
"LYR","SRP","TRF","GEN","SSJ","LYR","518","757"
"SKE","SSJ","SKN","TOS","TRD","SKE","290","767"
"SRP","TOS","HFT","TRF","SVG","SRP","374","777"
"SSJ","TRD","TRF","GEN","HVG","SSJ","349","BAE146"
"TOS","MEH","TRD","SVG","SKN","TOS","393","DC8"
"TRF","SVG","HFT","VDS","GEN","TRF","410","F50"
"TRD","GEN","HOV","SKN","HVG","TRD","352","MD11"
"SVG","SKN","HFT","MEH","NVK","SVG","396","A400M"
"GEN","HFT","HVG","BVG","VDS","GEN","341","C212"
"SKN","HVG","MEH","FBU","HOV","SKN","366","V22"
"HFT","MEH","VDS","FDE","NVK","HFT","350","BB1"
"HVG","VRY","HOV","VDS","BVG","HVG","332","BA10"
"MEH","HOV","NVK","VAW","FBU","MEH","N/A","Not Feasible"
"VDS","NVK","FDE","SOJ","BVG","VDS","350","SAH"
"HOV","FBU","BVG","SVJ","VRY","HOV","373","A319"
"NVK","FDE","SOG","FBU","VAW","NVK","384","A320"
"BVG","FDE","SDN","VRY","SOJ","BVG","342","A321"
"FBU","VAW","SVJ","VRY","RET","FBU","363","A330"
"FDE","RVK","SOJ","VAW","SOG","FDE","356","737"
"VRY","SVJ","SOJ","MQN","SDN","VRY","258","747"
"VAW","SVJ","RET","SOG","OSY","VAW","349","757"
"SOJ","LKN","SDN","SOG","RVK","SOJ","270","767"
"SVJ","RET","MQN","SDN","ZXB","SVJ","353","777"
"SOG","RET","RVK","OSY","HMR","SOG","196","BAE146"
"SDN","KHS","MQN","LKN","RVK","SDN","13890","DC8"
"RET","MQN","OSY","MSH","ZXB","RET","N/A","Not Feasible"
"RVK","LKN","MCT","HMR","OSY","RVK","14310","MD11"
"MQN","LKN","ZXB","SLL","KHS","MQN","N/A","Not Feasible"
"OSY","ZXB","HMR","TTH","MSH","OSY","N/A","Not Feasible"
"LKN","HMR","KHS","OMM","MCT","LKN","N/A","Not Feasible"
"ZXB","KHS","MSH","LYP","SLL","ZXB","N/A","Not Feasible"
"HMR","MSH","MCT","GWD","TTH","HMR","N/A","Not Feasible"
"KHS","MCT","SLL","GIL","OMM","KHS","N/A","Not Feasible"
"MSH","SLL","TTH","KHI","LYP","MSH","N/A","Not Feasible"
"MCT","GWD","LHE","TTH","OMM","MCT","3184","A319"
"SLL","OMM","LYP","GIL","MFG","SLL","6178","A320"
"TTH","GWD","LYP","MJD","KHI","TTH","3007","A321"
"OMM","GWD","GIL","LHE","MUX","OMM","2699","A330"
"LYP","GIL","MFG","KHI","WNS","LYP","23","737"
"GWD","KHI","LHE","MJD","PJG","GWD","25","747"
"GIL","LHE","PSI","MUX","MFG","GIL","30","757"
"KHI","MJD","MFG","PEW","WNS","KHI","20","767"
"LHE","MUX","MJD","PJG","UET","LHE","20","777"
"MFG","MUX","RYK","WNS","PSI","MFG","25","BAE146"
"MJD","WNS","PJG","PEW","ISB","MJD","22","DC8"
"MUX","PJG","PSI","UET","RAZ","MUX","25","F50"
"WNS","PSI","PEW","RYK","SKZ","WNS","22","MD11"
"PJG","PEW","SDT","ISB","UET","PJG","21","A400M"
"PSI","UET","RAZ","RYK","SUL","PSI","26","C212"
"PEW","RYK","BDN","SKZ","ISB","PEW","19","V22"
"UET","PZH","ISB","RAZ","SDT","UET","12","BB1"
"RYK","RAZ","SUL","TUK","SKZ","RYK","24","BA10"
"ISB","SKZ","SYW","BDN","SDT","ISB","21","SIS99"
"RAZ","SUL","PZH","SDT","KDU","RAZ","16","SAH"
"SKZ","SUL","PAJ","TUK","BDN","SKZ","24","A319"
"SDT","BDN","ORW","SYW","PZH","SDT","26","A320"
"SUL","PZH","KDU","TUK","KDD","SUL","27","A321"
"BDN","TUK","PAJ","SYW","HDD","BDN","24","A330"
"PZH","KDU","SYW","JIW","ORW","PZH","31","737"
"TUK","PAJ","KDU","DSK","KDD","TUK","27","747"
"SYW","DEA","PAJ","ORW","HDD","SYW","22","757"
"KDU","KDD","ORW","JIW","DBA","KDU","31","767"
"PAJ","KDD","HDD","DSK","CJL","PAJ","23","777"
"ORW","HDD","BHV","DEA","JIW","ORW","20","BAE146"
"KDD","JIW","DBA","BNP","DSK","KDD","21","DC8"
"HDD","DSK","CJL","SKT","DEA","HDD","24","F50"
"JIW","ROR","BHV","DEA","DBA","JIW","6705","MD11"
"DSK","DBA","CJL","C23","BNP","DSK","N/A","Not Feasible"
"DEA","CJL","BHV","GZA","SKT","DEA","N/A","Not Feasible"
"DBA","BHV","BNP","BOC","ROR","DBA","N/A","Not Feasible"
"CJL","BNP","SKT","CHX","C23","CJL","N/A","Not Feasible"
"BHV","SKT","ROR","DAV","GZA","BHV","N/A","Not Feasible"
"BNP","ROR","C23","HOW","BOC","BNP","N/A","Not Feasible"
"SKT","C23","GZA","PAC","CHX","SKT","N/A","Not Feasible"
"ROR","GZA","BOC","PTY","DAV","ROR","N/A","Not Feasible"
"C23","BOC","CHX","SAX","HOW","C23","N/A","Not Feasible"
"GZA","CHX","DAV","PAC","OTD","GZA","14357","A321"
"BOC","DAV","ELE","PTY","HOW","BOC","1104","A330"
"CHX","HOW","PAC","SAX","BFQ","CHX","1025","737"
"DAV","PAC","PTY","PLP","OTD","DAV","924","747"
"HOW","PTY","ELE","JQE","SAX","HOW","534","757"
"PAC","ONX","OTD","SAX","BFQ","PAC","522","767"
"PTY","OTD","PLP","ELE","CTD","PTY","648","777"
"SAX","ELE","JQE","BFQ","RSI","SAX","651","BAE146"
"OTD","BFQ","PLP","PYC","ONX","OTD","606","DC8"
"ELE","PLP","UTU","CTD","JQE","ELE","739","F50"
"BFQ","JQE","MPU","ONX","RSI","BFQ","709","MD11"
"PLP","CTD","ONX","PVE","PYC","PLP","666","A400M"
"JQE","CTD","RSI","UTU","PUE","JQE","795","C212"
"ONX","RSI","MPU","ACU","PYC","ONX","506","V22"
"CTD","UTU","PYC","PVE","TUW","CTD","625","BB1"
"RSI","MPU","UTU","PUE","GHE","RSI","650","BA10"
"PYC","PVE","MPP","MPU","ACU","PYC","286","SIS99"
"UTU","PVE","PUE","GKA","TUW","UTU","N/A","Not Feasible"
"MPU","PUE","ACU","MAG","GHE","MPU","N/A","Not Feasible"
"PVE","ACU","TUW","HGU","MPP","PVE","N/A","Not Feasible"
"PUE","TUW","GHE","LAE","GKA","PUE","N/A","Not Feasible"
"ACU","GHE","MPP","POM","MAG","ACU","N/A","Not Feasible"
"TUW","MPP","GKA","WWK","HGU","TUW","N/A","Not Feasible"
"GHE","LAE","WPM","GKA","MAG","GHE","20200","747"
"MPP","MAG","HGU","VMU","POM","MPP","N/A","Not Feasible"
"GKA","HGU","UKU","WWK","LAE","GKA","439","767"
"MAG","LAE","TFI","POM","WPM","MAG","663","777"
"HGU","WWK","SKC","POM","VMU","HGU","718","BAE146"
"LAE","WWK","UKU","OPU","WPM","LAE","612","DC8"
"POM","WPM","OBX","VMU","TFI","POM","677","F50"
"WWK","UKU","SKC","VMU","LSA","WWK","974","MD11"
"WPM","TFI","LNV","UKU","OPU","WPM","1164","A400M"
"VMU","TFI","SKC","OBX","LMY","VMU","687","C212"
"UKU","SKC","OPU","KUY","LSA","UKU","982","V22"
"TFI","KKD","OPU","OBX","LNV","TFI","1104","BB1"
"SKC","OBX","LMY","KDR","LSA","SKC","868","BA10"
"OPU","LSA","JAQ","LNV","KUY","OPU","1014","SIS99"
"OBX","LNV","LMY","IIS","KKD","OBX","N/A","Not Feasible"
"LSA","IHU","KUY","LMY","KDR","LSA","834","A319"
"LNV","KUY","KKD","GMI","JAQ","LNV","939","A320"
"LMY","KKD","KDR","IIS","ATP","LMY","1240","A321"
"KUY","WBM","JAQ","KDR","IHU","KUY","746","A330"
"KKD","VAI","IIS","JAQ","GMI","KKD","1218","737"
"KDR","IIS","RAB","ATP","IHU","KDR","1093","747"
"JAQ","GMI","IHU","TBG","WBM","JAQ","882","757"
"IIS","GMI","TIZ","VAI","ATP","IIS","1152","767"
"IHU","WBM","ATP","RAB","MIS","IHU","1215","777"
"GMI","WBM","MXH","TBG","VAI","GMI","894","BAE146"
"ATP","VAI","TIZ","RAB","MAS","ATP","1014","DC8"
"WBM","RAB","MIS","MDU","TBG","WBM","1237","F50"
"VAI","TBG","TIZ","MXH","KVG","VAI","934","MD11"
"RAB","MIS","KMA","TIZ","MAS","RAB","1169","A400M"
"TBG","MXH","KRI","MIS","MDU","TBG","1042","C212"
"TIZ","MAS","KVG","MXH","UNG","TIZ","870","V22"
"MIS","HKN","MAS","MDU","KMA","MIS","1063","BB1"
"MXH","MDU","KVG","PNP","KRI","MXH","849","BA10"
"MAS","KVG","GUR","KMA","UNG","MAS","1158","SIS99"
"MDU","KRI","DAU","KMA","HKN","MDU","738","SAH"
"KVG","CMU","UNG","KRI","PNP","KVG","1002","A319"
"KMA","UNG","HKN","BUA","GUR","KMA","1212","A320"
"KRI","HKN","PNP","FNE","DAU","KRI","709","A321"
"UNG","ITK","GUR","PNP","CMU","UNG","830","A330"
"HKN","DAU","ONB","GUR","BUA","HKN","1071","737"
"PNP","TPI","CMU","DAU","FNE","PNP","533","747"
"GUR","BUA","CMU","ITK","AGL","GUR","943","757"
"DAU","BUA","WTP","ONB","FNE","DAU","978","767"
"CMU","AWB","ITK","FNE","TPI","CMU","536","777"
"BUA","TFM","ONB","ITK","AGL","BUA","1155","BAE146"
"FNE","ONB","WTP","TPI","BOT","FNE","509","DC8"
"ITK","AGL","TPI","AIE","AWB","ITK","618","F50"
"ONB","WTP","AGL","SIM","TFM","ONB","758","MD11"
"TPI","WTP","AWB","BOT","AUJ","TPI","657","A400M"
"AGL","AWB","TFM","AIE","EIA","AGL","746","C212"
"WTP","TFM","BOT","ASU","SIM","WTP","N/A","Not Feasible"
"AWB","BOT","AIE","AGT","AUJ","AWB","N/A","Not Feasible"
"TFM","AIE","SIM","PJC","EIA","TFM","N/A","Not Feasible"
"BOT","SIM","AUJ","PCL","ASU","BOT","N/A","Not Feasible"
"AIE","AUJ","EIA","CHM","AGT","AIE","N/A","Not Feasible"
"SIM","EIA","ASU","CIX","PJC","SIM","N/A","Not Feasible"
"AUJ","ASU","AGT","AYP","PCL","AUJ","N/A","Not Feasible"
"EIA","AGT","PJC","ANS","CHM","EIA","N/A","Not Feasible"
"ASU","CIX","ATA","PCL","PJC","ASU","1018","A330"
"AGT","PCL","CHM","LIM","AYP","AGT","1112","737"
"PJC","CIX","JJI","CHM","ANS","PJC","1086","747"
"PCL","CIX","ATA","AYP","JUL","PCL","922","757"
"CHM","TBP","ANS","AYP","LIM","CHM","877","767"
"CIX","ATA","ANS","JJI","YMS","CIX","756","777"
"AYP","LIM","ATA","CHH","JUL","AYP","877","BAE146"
"ANS","LIM","JJI","TBP","IQT","ANS","1071","DC8"
